File Name: 075316cf-644e-cb01-064e-25d08765c264.jpg, Rating: 10
File Name: 04e49bfe-34a5-c152-55a2-0a74f15f41a4.jpg, Rating: 5
File Name: SMB_IdentNrA I 838.jpg, Rating: 5
File Name: 7eeb9768-66bc-cf25-3dd6-2cfae89d29bc.jpg, Rating: 5
File Name: tmsfotomkvdv-25-jt20180716medium-f1c846bb7270b5a314e2172ea95fde4d19e0f3f4.jpg, Rating: 5
File Name: haumg-fentzel-wb3-0005.jpg, Rating: 5
File Name: 0a71f1a1-c704-2ba9-e5e9-87083fae1d84.jpg, Rating: 5
File Name: c9856803-27fb-ce46-6661-dcffec260463.jpg, Rating: 5
File Name: 4f5a368d-1be3-f334-97c0-f460fe150187.jpg, Rating: 5
File Name: 1fb15f79-0b7b-f11c-edf7-493c4cdaefdb.jpg, Rating: 5
File Name: 161509.jpg, Rating: 5
File Name: de6be081-c8da-f535-4505-bfaffd43da3c.jpg, Rating: 5
File Name: b885fc3f-e9c2-967e-6505-ce287847ff0e.jpg, Rating: 5
File Name: 07653566-0b61-323a-e535-d828ffddeef7.jpg, Rating: 5
File Name: 166192.jpg, Rating: 5
File Name: 7b276db4-1b62-7d22-ba9a-c3aff2acf806.jpg, Rating: 5
File Name: 005950e6-943d-9e68-a134-c2ca6da473f2.jpg, Rating: 5
File Name: Joconde_ii_d0229265-000.jpg, Rating: 5
File Name: 166107.jpg, Rating: 5
File Name: 181846medium.jpg, Rating: 5
File Name: b41cca2c-95bb-c198-d186-6df46054fb82.jpg, Rating: 5
File Name: 2df8ded7-8be1-a3ee-0460-8e0ab6f2fb9e.jpg, Rating: 5
File Name: 7b3502a3-7411-13b5-c83b-b7bf58774677.jpg, Rating: 5
File Name: 309bcc1a-6635-3c3f-0785-79a6f1aa720f.jpg, Rating: 5
File Name: b7265c62-8136-76da-749e-4a40d37b2392.jpg, Rating: 5
File Name: fcab314a-7eda-1c72-9371-3cc8497aa88e.jpg, Rating: 5
File Name: 0a7ea2d4-26d1-487d-d444-2bf353ae0903.jpg, Rating: 5
File Name: 165911.jpg, Rating: 5
File Name: fa6eb78b-edb8-1b7b-4216-918dcfe92f2e.jpg, Rating: 5
File Name: c3dc6e6d-8c78-e015-bdff-bd7aa0cb5ef1.jpg, Rating: 5
File Name: 01b2b74a-325d-89e2-0bf2-913eff3975fc.jpg, Rating: 5
File Name: 17ba5555-613c-1463-eced-ec93772991a8.jpg, Rating: 5
File Name: 2297058b-c1e3-b383-dd3e-41c009c5f09c.jpg, Rating: 5
File Name: 4ad9496c-2a30-3729-1a4e-d435de9201d4.jpg, Rating: 5
File Name: e0f83d58-2006-58ce-edd5-6c21baac27a2.jpg, Rating: 5
File Name: 041e4a37-9734-8357-e7ac-69b77df9c777.jpg, Rating: 5
File Name: e8889869-a8a9-6f67-045b-92a27420ab23.jpg, Rating: 5
File Name: STAEDEL_after-edgar-degas-3.jpg, Rating: 5
File Name: 811ade4e-4f19-96cb-f2b6-a55811881d7a.jpg, Rating: 5
File Name: 049aff1f-d3a2-bdf7-cc9c-60f226fff4dc.jpg, Rating: 5
File Name: f8340e4d-3307-3d92-406b-e4dab19e6690.jpg, Rating: 5
File Name: mi07451b10.jpg, Rating: 5
File Name: SMB_IdentNrA II 500.jpg, Rating: 5
File Name: 8084f0c6-fff8-0d8d-dd49-f225e7be70b5.jpg, Rating: 5
File Name: 4cd6dcc1-23c0-489e-461d-9454e2998b56.jpg, Rating: 5
File Name: 27b6bf33-749e-2b82-5113-64c93ea3a28f.jpg, Rating: 5
File Name: STAEDEL_herren-und-damen-wein-trinkend.jpg, Rating: 5
File Name: f74f2a6d-61d8-4d85-0076-164f7113be26.jpg, Rating: 5
File Name: f7258d09-d1fd-390b-7495-e681c23d0e3a.jpg, Rating: 5
File Name: 160652.jpg, Rating: 5
File Name: STAEDEL_im-cafe-dharcourt-in-paris.jpg, Rating: 5
File Name: 165898.jpg, Rating: 5
File Name: f030bd41-233f-a199-ed32-b3a285bc124c.jpg, Rating: 5
File Name: 775a9b0a-b6af-8ce7-06c9-9ba32d72d059.jpg, Rating: 5
File Name: 209816.jpg, Rating: 5
File Name: 8a7fd337-93d1-04f1-c6e0-7ffd9be88351.jpg, Rating: 5
File Name: b407cb6f-ce18-7588-7095-94ac80124776.jpg, Rating: 5
File Name: 5cc43ae2-4b34-3cd5-c514-217f8ae7c2dd.jpg, Rating: 5
File Name: e50e2cf8-b6cc-a842-30d4-0248716857ea.jpg, Rating: 5
File Name: 06fd0f65-6d8c-e202-1d85-5bc32ab46ed5.jpg, Rating: 5
File Name: f17ac87e-6e4f-bbf1-7411-502419410343.jpg, Rating: 5
File Name: mi10012b07.jpg, Rating: 5
File Name: 02fd7091-cef0-ce9b-1a97-cbed07663bc4.jpg, Rating: 5
File Name: habgraph-res-d-166-1.jpg, Rating: 5
File Name: 9eda0984-8aa0-dc6d-7b86-a30dd610c122.jpg, Rating: 5
File Name: 0fcf33d1-c7db-8d5e-735e-ea0e6c9c5697.jpg, Rating: 5
File Name: 165792.jpg, Rating: 5
File Name: ec2c1339-5d3e-16d8-6fb8-6402f142dde3.jpg, Rating: 5
File Name: 07d3ad21-7d0d-a2e5-5cdd-02427e0ff56b.jpg, Rating: 5
File Name: SMB_IdentNrW.S. 156.jpg, Rating: 5
File Name: 394ecf13-0c43-b9b1-4668-b45300422ae2.jpg, Rating: 5
File Name: 61b76125-10aa-f619-7cc3-378ecb33039e.jpg, Rating: 5
File Name: d6b48614-7751-2786-b924-712f12e8cd23.jpg, Rating: 5
File Name: 0d8f951b-c96e-53a9-59b5-3e4b2965d4cb.jpg, Rating: 5
File Name: b89010a6-dc76-b0c2-c264-5bff65b68c4a.jpg, Rating: 5
File Name: 6d3a5a2b-e8d1-7cd2-8fe0-bdde0d6fe76f.jpg, Rating: 5
File Name: 1c077513-30a5-a7ef-6443-a2a37f3074d8.jpg, Rating: 5
File Name: 7cca2ec9-b4f5-d7e1-da2d-9a2966f8bb59.jpg, Rating: 5
File Name: 166336.jpg, Rating: 5
File Name: 616b49ba-a600-6c76-9162-1cc497ba7a87.jpg, Rating: 5
File Name: 025ef0f9-4138-cdcc-f2df-5e3f9f5ba1f4.jpg, Rating: 5
File Name: 457d6969-23d4-f2ad-8ab8-375c5b2507b3.jpg, Rating: 5
File Name: haump-aubry-wb3-0006.jpg, Rating: 5
File Name: 07f652a8-78bd-8e05-e4ed-3dfde4497078.jpg, Rating: 5
File Name: 8ea1f8a9-fc98-a7b8-bdf8-96052bd3752d.jpg, Rating: 5
File Name: 06e48fb3-cc5b-806e-5f59-43da5de08409.jpg, Rating: 5
File Name: 0c11f04e-3d7f-29a3-c86a-070fde025445.jpg, Rating: 5
File Name: ac513d78-3015-59f9-3822-5cd112cf7bbf.jpg, Rating: 5
File Name: c75b0d07-0554-e0b3-7688-729eaa231f12.jpg, Rating: 5
File Name: 1d6e94ad-390a-abda-6878-5ca7272db54e.jpg, Rating: 5
File Name: 166184.jpg, Rating: 5
File Name: 2f05162a-1323-6db9-14e4-f83240a380fc.jpg, Rating: 5
File Name: 207529.jpg, Rating: 5
File Name: 186b4618-7409-761a-9ffc-eab2d9f4edb7.jpg, Rating: 5
File Name: fccb5b7c-493e-d5ed-9f0b-8627c509419a.jpg, Rating: 5
File Name: Joconde_ii_b4009.jpg, Rating: 5
File Name: 8d827419-498f-e848-921a-d28b5e125f8b.jpg, Rating: 5
File Name: c34bc34b-9b7e-8e94-b825-9e0021cc92d6.jpg, Rating: 5
File Name: ea77e65e-dcc3-c434-35f2-44f7fd663b87.jpg, Rating: 5
File Name: 01bafa88-b7e9-3121-ca45-cc07250292a1.jpg, Rating: 5
File Name: d986ae0b-7663-0865-0630-6d61752142cf.jpg, Rating: 5
File Name: 38383d35-e9a7-edf1-89ac-f8110b593483.jpg, Rating: 5
File Name: 165971.jpg, Rating: 5
File Name: STAEDEL_bildnis-der-maria-barbara-maeder.jpg, Rating: 5
File Name: 165849.jpg, Rating: 5
File Name: a6942c61-6cf5-1a5b-2583-2d056e2c86db.jpg, Rating: 5
File Name: 038a6c50-8477-6054-51cb-e6b88d6c4c16.jpg, Rating: 5
File Name: 208716.jpg, Rating: 5
File Name: 192462medium.jpg, Rating: 5
File Name: b1c61dbd-4fcd-146e-38c6-6531d4f897c7.jpg, Rating: 5
File Name: 066b171b-cef5-d9b0-30f3-20aeb4ed455d.jpg, Rating: 5
File Name: 7f543648-fb70-e7b1-7266-44bd397cfbc1.jpg, Rating: 5
File Name: 0fd21dc5-f8ea-3f4f-bdba-f36e46449848.jpg, Rating: 5
File Name: STAEDEL_familie-in-einem-dorfwirtshaus.jpg, Rating: 5
File Name: 0bcb50c1-ba34-eb6e-333e-b207022a1b40.jpg, Rating: 5
File Name: 005fe85b-ad0d-d6e3-bb58-67ba44e656a3.jpg, Rating: 5
File Name: c79a2ad1-8710-8692-348b-3f37156fc092.jpg, Rating: 5
File Name: 2a8febb3-6ba5-14e4-18dd-13b25585f937.jpg, Rating: 5
File Name: STAEDEL_koenig-gefreiter.jpg, Rating: 5
File Name: 207997.jpg, Rating: 5
File Name: 3cff1782-36a4-9bfb-139c-0f721083782e.jpg, Rating: 5
File Name: 159435.jpg, Rating: 5
File Name: 4952af73-9801-c3b0-e45a-1e1109763277.jpg, Rating: 5
File Name: 0dbd8741-88b7-0d54-5d5e-69b99392cec6.jpg, Rating: 5
File Name: haumj-e-ridinger-ab2-0044.jpg, Rating: 5
File Name: 0dfe7aa5-7b96-57a9-72e0-3230b7d4cc4a.jpg, Rating: 5
File Name: WA_1915_85_19b-a-r-L.jpg, Rating: 5
File Name: 2fddd8c0-baf8-3298-7e05-ff2433e5df41.jpg, Rating: 5
File Name: 165924.jpg, Rating: 5
File Name: 165968.jpg, Rating: 5
File Name: 166164.jpg, Rating: 5
File Name: 592ea3a4-c39b-f729-78e6-3a1f2509267d.jpg, Rating: 5
File Name: haumg-spitzel-ab2-0014.jpg, Rating: 5
File Name: d0d80ab0-3310-c33b-60c5-c85c4a748bb0.jpg, Rating: 5
File Name: SMB_IdentNr1932,59.jpg, Rating: 5
File Name: 08a7a0ea-1716-dd76-96e6-7bb4f1624d2f.jpg, Rating: 5
File Name: e7fdc707-2b76-918c-191a-57300102022c.jpg, Rating: 5
File Name: a408de5f-7a5b-3932-a17e-8f4a4a9fc1f8.jpg, Rating: 5
File Name: 86cfb0f2-d955-5c50-c40e-70341f795122.jpg, Rating: 5
File Name: 54167788-4254-e187-c1cc-1a008042176d.jpg, Rating: 5
File Name: 165896.jpg, Rating: 5
File Name: 5dfffd35-5f41-59c1-1249-151cb8f5d51b.jpg, Rating: 5
File Name: STAEDEL_geburts-und-namensgebung-johannes-des-taeufers.jpg, Rating: 5
File Name: STAEDEL_wirtshausszene-rechts-eine-gruppe-um-einen-tisch.jpg, Rating: 5
File Name: b50cff78-f75c-a931-2108-8a2b84ba1c61.jpg, Rating: 5
File Name: 06291264-2964-c182-9af2-b74ad8ade755.jpg, Rating: 5
File Name: 041d2df7-0865-01c7-5d9c-04393f246908.jpg, Rating: 5
File Name: b26c7903-84e4-03aa-7837-a76e0fcad631.jpg, Rating: 5
File Name: 160443.jpg, Rating: 5
File Name: 0f6e189a-65a0-08f2-3143-443df9b61f6b.jpg, Rating: 5
File Name: 165909.jpg, Rating: 5
File Name: d86f3350-25e2-ef27-4934-b5ca505e3f1b.jpg, Rating: 5
File Name: 3b5f7f05-8867-57cb-d812-555be69a957f.jpg, Rating: 5
File Name: be46f7cd-163b-0244-02eb-3d9b9262c530.jpg, Rating: 5
File Name: 0aa0e283-b518-b4ee-ef59-f311e8f45e4d.jpg, Rating: 5
File Name: 0ef04a86-f2f7-9774-ad77-f25a8bb03756.jpg, Rating: 5
File Name: 4a4d01e0-3142-fd69-654f-c86b8617d852.jpg, Rating: 5
File Name: 05b3beed-9300-1f99-0c7a-e033a617bd2d.jpg, Rating: 5
File Name: d20a5fe2-71a4-18be-a6ea-e1b196052ede.jpg, Rating: 5
File Name: b01862f0-4b20-e65a-6796-a605d568738a.jpg, Rating: 5
File Name: 18a8fde0-9ce1-6eb1-96a0-975cb090c8dc.jpg, Rating: 5
File Name: b27497f4-49df-868d-d9e5-9e2736984992.jpg, Rating: 5
File Name: 292d92f9-88a7-06d5-6237-35d31235c1a0.jpg, Rating: 5
File Name: 166119.jpg, Rating: 5
File Name: 04c8daa8-e0de-c4bd-7f37-7b791b416ac0.jpg, Rating: 5
File Name: 166173.jpg, Rating: 5
File Name: 209488.jpg, Rating: 5
File Name: SMB_IdentNrW.S. 27.jpg, Rating: 5
File Name: 881bbfe2-ea2d-7b64-e933-b5d495050e5b.jpg, Rating: 5
File Name: 166158.jpg, Rating: 5
File Name: SMB_IdentNrA I 854.jpg, Rating: 5
File Name: f648d452-c489-b822-5502-b4c72f83823f.jpg, Rating: 5
File Name: 58fa90d7-ffa8-0065-cde7-415faf34091f.jpg, Rating: 5
File Name: 6217c329-f64f-1a59-ec46-0629e8d0cbbe.jpg, Rating: 5
File Name: db5e8119-4c19-1241-22fc-ba4c071166d9.jpg, Rating: 5
File Name: 57e6d2a4-cf36-82bf-c678-5fc38792bc26.jpg, Rating: 5
File Name: 4026736a-b6e4-5080-4e97-f3a86e703bf2.jpg, Rating: 5
File Name: 0783f6ff-a409-1453-dd84-ab9873c6e405.jpg, Rating: 5
File Name: 38bd63f7-88b7-3af6-4c42-24ba84f01cd6.jpg, Rating: 5
File Name: 037fc1be-6e48-7cdb-1436-c0844ef192e0.jpg, Rating: 5
File Name: 07ddb3dd-2e7d-8e59-94e7-5782de894aea.jpg, Rating: 5
File Name: 8511b9fe-e46d-1509-0b56-c55729772709.jpg, Rating: 5
File Name: ce633518-6912-a4a6-8a07-e228f8034bee.jpg, Rating: 5
File Name: 165469.jpg, Rating: 5
File Name: 33878bf8-4bce-c4ee-1e89-7db1a63d0eb4.jpg, Rating: 5
File Name: 165845.jpg, Rating: 5
File Name: 207515.jpg, Rating: 5
File Name: b6ffcee4-c962-1e11-3c54-684eb52f7d0c.jpg, Rating: 5
File Name: 47c75178-6ca2-d10a-177c-10242f997ece.jpg, Rating: 5
File Name: 9188f02c-e1db-5fd8-781e-089d79135857.jpg, Rating: 5
File Name: 61b49d00-5a55-d29d-10a6-873d2148be45.jpg, Rating: 5
File Name: 21cc4f06-7223-6fa4-32da-f922f05dea56.jpg, Rating: 5
File Name: 346f7e0c-c773-21d4-85cc-d4825fd6a5f0.jpg, Rating: 5
File Name: 210123.jpg, Rating: 5
File Name: c0d49c19-554b-bec8-d099-5203c04d9b53.jpg, Rating: 5
File Name: 166092.jpg, Rating: 5
File Name: 0510c100-ee91-3f8c-3efd-3908e76709bc.jpg, Rating: 5
File Name: ecc742ab-c427-9e59-7b3d-344db324e03a.jpg, Rating: 5
File Name: ffe17cd0-6a85-ab3e-1b87-369a958ac4b6.jpg, Rating: 5
File Name: 031a14ad-0ff3-383e-de5b-f91edcf8f258.jpg, Rating: 5
File Name: d1a1f027-a55e-ff99-4e76-6982b141c26f.jpg, Rating: 5
File Name: 157207.jpg, Rating: 5
File Name: 5357a20a-f7de-78c7-dddd-ebafc7c627ad.jpg, Rating: 5
File Name: 257ad50f-fd7c-8c72-afa2-ed6c58e4ebd7.jpg, Rating: 5
File Name: 3b4c9be3-b699-1e2b-c3a2-553966b8cc47.jpg, Rating: 5
File Name: STAEDEL_frau-mit-drei-maennern-bei-kerzenlicht-an-der-tafel.jpg, Rating: 5
File Name: aae31d0e-a079-10bf-c69a-6aea96bed3ae.jpg, Rating: 5
File Name: 3084ee4a-0144-d9d9-4f33-3db38bc1e111.jpg, Rating: 5
File Name: faed33f3-bd56-6430-14a7-c67d33350007.jpg, Rating: 5
File Name: 359750a0-4802-1906-22f6-a44831329e1c.jpg, Rating: 5
File Name: 6b8749ec-75c1-8469-c666-281d680bbb54.jpg, Rating: 5
File Name: 1e2ac1d1-99e9-ec22-a010-a685b27752a5.jpg, Rating: 5
File Name: 48252314-7043-fdc0-2651-df60e95888d9.jpg, Rating: 5
File Name: 0d5bd354-33cc-d888-8ddd-af015544e5e6.jpg, Rating: 5
File Name: bf569bea-336a-51ff-1200-902d32449b3c.jpg, Rating: 5
File Name: 04bc4070-d9c2-c0f4-3330-922f4bd13e38.jpg, Rating: 5
File Name: 2f47c253-0e52-ab55-5e3f-56219fe47e8c.jpg, Rating: 5
File Name: 04afa582-a872-7e67-5436-51caa2394bdb.jpg, Rating: 5
File Name: 9df1848b-44ae-db90-c394-9a02a2506a57.jpg, Rating: 5
File Name: SMB_IdentNrW-1984,26.jpg, Rating: 5
File Name: 159368.jpg, Rating: 5
File Name: 165882.jpg, Rating: 5
File Name: 0764b46e-28c9-b3b1-1aa7-58fd92b77c0d.jpg, Rating: 5
File Name: 207519.jpg, Rating: 5
File Name: 64b6762d-a22f-2c51-e86d-9193197e80cf.jpg, Rating: 5
File Name: 24e662b6-0487-b7e4-f4fe-299a6f496701.jpg, Rating: 5
File Name: 0234ae0b-0753-9b51-d4d3-4055be62b9a6.jpg, Rating: 5
File Name: 065fc616-6c63-0dc8-154b-3f29ecc99068.jpg, Rating: 5
File Name: ea0bbe07-7ceb-24a5-cab2-b4bae95320da.jpg, Rating: 5
File Name: 14758b23-3140-ead6-c6d2-e9fbb9651e05.jpg, Rating: 5
File Name: b7b226b4-db33-b1dc-c26a-2d935f3efe0e.jpg, Rating: 5
File Name: 7245d66d-a6e9-0d7e-01f2-d5c2a4b83fcd.jpg, Rating: 5
File Name: 43760fa3-1740-9c27-d760-26e897ea0277.jpg, Rating: 5
File Name: 209489.jpg, Rating: 5
File Name: 410efd73-3f75-722a-9cf1-36cadb76f48d.jpg, Rating: 5
File Name: STAEDEL_mann-mit-pfeife-lesend-an-einem-tisch-sitzend.jpg, Rating: 5
File Name: 166104.jpg, Rating: 5
File Name: 5c64e983-e3c8-27a7-fce1-ae77f6f0c034.jpg, Rating: 5
File Name: STAEDEL_stillleben-mit-fruechten-zinnteller-und-weinglaesern.jpg, Rating: 5
File Name: 095d4e5f-f8c5-a1d5-0185-924c8dd00301.jpg, Rating: 5
File Name: 165818.jpg, Rating: 5
File Name: 35c056b4-46f7-5e3a-6419-2cf541cacd93.jpg, Rating: 5
File Name: 19df64ae-4ecc-33d9-7d8d-1d2c91d10112.jpg, Rating: 5
File Name: 159110.jpg, Rating: 5
File Name: 3bad64a9-1ca9-d9fa-ce40-8343272c8c42.jpg, Rating: 5
File Name: 562b5bea-0405-9bd4-596d-97ecbab5e680.jpg, Rating: 5
File Name: b92a16a8-2ffb-2888-ea82-f41d585d87c4.jpg, Rating: 5
File Name: 166116.jpg, Rating: 5
File Name: 35b71b51-cb96-82ae-6043-4a5415923321.jpg, Rating: 5
File Name: 2ea089f0-ed4d-e0ed-12b3-c89595c40a4d.jpg, Rating: 5
File Name: f13dc1fa-f411-0431-492c-e90a68ce9417.jpg, Rating: 5
File Name: Joconde_ii_0038416.jpg, Rating: 5
File Name: 283ef9aa-31da-ebad-4399-6789949e26ee.jpg, Rating: 5
File Name: 165893.jpg, Rating: 5
File Name: 166103.jpg, Rating: 5
File Name: 166117.jpg, Rating: 5
File Name: f2310f30-af8f-9e3b-3935-b09aa3b56262.jpg, Rating: 5
File Name: 8396baa3-dc5d-b282-06dc-6b87b918712f.jpg, Rating: 5
File Name: d2ac16c7-33ef-c227-ad7b-0d05ca5494cb.jpg, Rating: 5
File Name: STAEDEL_stillleben-mit-aepfeln-birnen-und-einer-karaffe.jpg, Rating: 5
File Name: 005068c6-a36f-758c-7db2-5c197460d6e0.jpg, Rating: 5
File Name: 085b5725-7faa-d6ed-c1cd-a52b231dd13a.jpg, Rating: 5
File Name: 50d86ec8-0fb4-11eb-cd2b-c4f761363688.jpg, Rating: 5
File Name: 0e317efa-ccb1-802d-f5c2-18a512b80651.jpg, Rating: 5
File Name: cd9e3619-eeb1-68f1-e599-5fa769e76fa8.jpg, Rating: 5
File Name: 59f3139d-2a2e-c1dc-3a3b-7dedc0f2c5d3.jpg, Rating: 5
File Name: 165820.jpg, Rating: 5
File Name: SMB_IdentNr50.2B.jpg, Rating: 5
File Name: 0faa6034-2f80-1bec-4150-b269775a1252.jpg, Rating: 5
File Name: 41eb56db-f08d-a856-c029-01cdac77d9a9.jpg, Rating: 5
File Name: 5732bfc4-99b1-c37e-6f4a-8c002b63148f.jpg, Rating: 5
File Name: f13252ea-5f9f-ac5c-2517-877a24c1988c.jpg, Rating: 5
File Name: d37b9f69-1fcc-48fb-cb54-b4815a19f005.jpg, Rating: 5
File Name: 8d01cc11-6159-73b5-08c0-6fc9152df66c.jpg, Rating: 5
File Name: 166710.jpg, Rating: 5
File Name: 516c7c72-2493-709b-c62f-069245f6dbec.jpg, Rating: 5
File Name: STAEDEL_der-einsiedler-vor-seiner-klause.jpg, Rating: 5
File Name: 210076.jpg, Rating: 5
File Name: 08a1ca9b-4037-bbc7-ff43-c0cb8e1f64c9.jpg, Rating: 5
File Name: 74367f01-e1a7-3228-b68f-41b441900107.jpg, Rating: 5
File Name: STAEDEL_ein-goldschmied-schmilzt-in-anwesenheit-eines-notars-den-sch.jpg, Rating: 5
File Name: 0ce51b3f-10ee-f026-c706-015f8afae31c.jpg, Rating: 5
File Name: 81d0480d-06e3-2633-ca5f-2980524bb6a7.jpg, Rating: 5
File Name: 20fdf381-edd0-772a-8c67-d380ae48a9d3.jpg, Rating: 5
File Name: 0a1821c6-608b-2635-147e-15cbc422d5c2.jpg, Rating: 5
File Name: SMB_IdentNrA II 376.jpg, Rating: 5
File Name: SMB_IdentNrW.S. 163.jpg, Rating: 5
File Name: 160144.jpg, Rating: 5
File Name: 166122.jpg, Rating: 5
File Name: 03be335b-ef92-e5d9-ff1c-b53e791f4225.jpg, Rating: 5
File Name: c95be4a0-18b7-0150-e66f-021df802401d.jpg, Rating: 5
File Name: SMB_IdentNr1731.jpg, Rating: 5
File Name: eac3296f-4cb6-77d6-1978-56be5a561322.jpg, Rating: 5
File Name: STAEDEL_interieur-mit-stillender-frau.jpg, Rating: 5
File Name: e5a9af43-298c-0971-2d79-e6f42d988be7.jpg, Rating: 5
File Name: 4f374129-9ae1-087d-382c-500258e1e7b4.jpg, Rating: 5
File Name: 070a367d-91f5-795c-ea1e-20e8c954adda.jpg, Rating: 5
File Name: 02f2c649-f3f7-fd15-c10a-b69ef82f2b03.jpg, Rating: 5
File Name: 9def6035-9227-ecc6-70d4-bd431d4e45d4.jpg, Rating: 5
File Name: f3725625-af08-9740-fdaa-d641d7e6351e.jpg, Rating: 5
File Name: 53dec486-8cd3-7cc8-b0e7-4dc87305effe.jpg, Rating: 5
File Name: 75959948-d164-62ca-0e17-8c563208fd41.jpg, Rating: 5
File Name: 354df59f-4ff9-a0d6-0217-3895ec08301b.jpg, Rating: 5
File Name: SMB_IdentNr2011.jpg, Rating: 5
File Name: STAEDEL_ein-gelehrter-an-seinem-schreibtisch.jpg, Rating: 5
File Name: 165817.jpg, Rating: 5
File Name: 8ac22936-6237-df0e-5aa6-113315320179.jpg, Rating: 5
File Name: 157292.jpg, Rating: 5
File Name: SMB_IdentNr985A.jpg, Rating: 5
File Name: 166123.jpg, Rating: 5
File Name: 157267.jpg, Rating: 5
File Name: SMB_IdentNr434.jpg, Rating: 5
File Name: a9fb8d9d-87f3-8f86-b611-550144bdcc3d.jpg, Rating: 5
File Name: 6afd2ca9-b851-1951-3d76-deddd15ee4fa.jpg, Rating: 5
File Name: 4d439e28-0a9d-d9ad-9d28-bd879fa9b2bc.jpg, Rating: 5
File Name: 03bc0763-e26b-3d91-2f0d-be149c3cfd85.jpg, Rating: 5
File Name: 3e1e5305-65b9-fe89-2e1c-7617da2ee07e.jpg, Rating: 5
File Name: WA_1863_9152-a-r-L.jpg, Rating: 5
File Name: a85cc1d7-b2a7-b948-ab3e-ab79ff99b9db.jpg, Rating: 5
File Name: eb32059f-5c62-f6a9-66c3-84fb258f1374.jpg, Rating: 5
File Name: 208859.jpg, Rating: 5
File Name: haumh-aldegrever-wb3-0005.jpg, Rating: 5
File Name: SMB_IdentNr792.jpg, Rating: 5
File Name: 156830.jpg, Rating: 5
File Name: 1b66eedd-2185-9382-ad1e-f26c54490dd6.jpg, Rating: 5
File Name: 6423ad5b-e9c2-13e7-7579-3689fbef745b.jpg, Rating: 5
File Name: 159129.jpg, Rating: 5
File Name: e0b4b3f3-ce2c-42db-7f9b-30f2d5db7f7c.jpg, Rating: 5
File Name: 210034.jpg, Rating: 5
File Name: SMB_IdentNrW.S. 171.jpg, Rating: 5
File Name: b4d3a4eb-5f35-69b8-9038-bafaf976d9f1.jpg, Rating: 5
File Name: SMB_IdentNrW.S. 26.jpg, Rating: 5
File Name: 8f690093-ba9d-bf96-2630-be6b24e0cbaa.jpg, Rating: 5
File Name: c83a5db9-b687-5f56-a7c1-3fbf3ff9af83.jpg, Rating: 5
File Name: 16066c59-58d7-525a-40bf-8ca9ab9fa845.jpg, Rating: 5
File Name: 166155.jpg, Rating: 5
File Name: 038fb774-2766-2e8d-5753-873656719a96.jpg, Rating: 5
File Name: 08071aa6-65de-3260-75a5-02e84a1db545.jpg, Rating: 5
File Name: 360acef0-9cb4-86e7-68ed-6a19b9ab206b.jpg, Rating: 5
File Name: 161548.jpg, Rating: 5
File Name: 648d08b9-996b-3e39-aaae-ec2fed8f34c0.jpg, Rating: 5
File Name: 0493248c-21ab-92ac-a68f-0c82d17b1f5f.jpg, Rating: 5
File Name: SMB_IdentNrB.33.jpg, Rating: 5
File Name: eacf1349-849e-74d2-ff4f-14f5e27de49e.jpg, Rating: 5
File Name: STAEDEL_moench-beim-tischgebet.jpg, Rating: 5
File Name: d0e969fc-7a67-2427-73c5-7097c02fcd56.jpg, Rating: 5
File Name: 157289.jpg, Rating: 5
File Name: 7f562200-5c94-fede-a062-0920450b7cd9.jpg, Rating: 5
File Name: bc7a21ae-6cf0-b59e-7da0-bd8eea835b84.jpg, Rating: 5
File Name: STAEDEL_besuch-bei-der-amme.jpg, Rating: 5
File Name: 52840eeb-7217-7c3f-641c-cf6b712ba947.jpg, Rating: 5
File Name: 0785e7e4-44ce-493f-0792-c732e538f7e0.jpg, Rating: 5
File Name: f122f1c3-bd7b-463c-688e-5b98c472c5c7.jpg, Rating: 5
File Name: 35abccec-0ed5-0f16-927a-19c7cde3ad1b.jpg, Rating: 5
File Name: 0bc6244c-432d-237b-4752-07e23c0f7245.jpg, Rating: 5
File Name: ee02f6f2-4f09-de1f-85c5-1ee17fa02262.jpg, Rating: 5
File Name: 1451bbb0-4f3e-9130-9ce1-de56760ccfb4.jpg, Rating: 5
File Name: ea5d6e2d-642b-c860-aabf-d0eadcef0a89.jpg, Rating: 5
File Name: 5e80b6ab-8711-6d63-595b-b7d7d7707d5a.jpg, Rating: 5
File Name: 9f6f3766-ae05-a3c3-144f-e7714df41142.jpg, Rating: 5
File Name: 165952.jpg, Rating: 5
File Name: 166193.jpg, Rating: 5
File Name: 325d7c52-dc52-e9ac-b5b9-f59cf3334148.jpg, Rating: 2
File Name: 0266c673-056d-5c27-9f63-883f691f2718.jpg, Rating: 2
File Name: eace01e7-f351-c72c-025e-dcee66f45112.jpg, Rating: 2
File Name: e7909042-35fb-29da-bbf4-96097361b114.jpg, Rating: 2
File Name: 11b50cf9-d87d-c4ef-03b7-0f6d44d25800.jpg, Rating: 2
File Name: mi00169b13.jpg, Rating: 2
File Name: WA_2003_Douce_3513-a-r-L.jpg, Rating: 2
File Name: 09b030e8-2d89-fbfb-8454-60c483fdc655.jpg, Rating: 2
File Name: a58249b8-8b93-d3fc-1e3b-108f6414d63f.jpg, Rating: 2
File Name: STAEDEL_luise-scholderer-im-lehnstuhl.jpg, Rating: 2
